1.875310642320349996e-01,7.493206680549902021e-02,6.006304023204744880e-01,1.679574501092578609e-01,7.333635690881049607e-01,3.940782174159275786e-01,5.278981126428864412e-01,9.375505761306461849e-01,5.216775115001452967e-01,1.081776572859054764e-01,1.582202766711578168e-01,5.451868682614270378e-01,5.243943592412222410e-01,6.373360907773213402e-01,4.014800812092756965e-01,6.497962579262095417e-01,3.968951560886721519e-01,6.239002039716833314e-01,7.674021304875542349e-01,1.789694102811286158e-01,3.755735566006378479e-01
5.280894562724975927e-01,6.866377636879709145e-01,2.534799685613124964e-01,5.547147179922715665e-01,6.249013776703142842e-01,8.699447691105828273e-01,3.628345870919086336e-01,6.375197980835757283e-01,1.914133846249550519e-01,4.977662132618352331e-01,1.824398526929648656e-01,9.183550492792902364e-01,4.318048263772910622e-01,8.297016129320147204e-01,4.167490362663143211e-01,9.046518922016532072e-01,4.048166252131076281e-01,3.311462692419356313e-01,5.721337392127104904e-01,8.454356721419179488e-01,8.610103971686097202e-01
6.145430788390601196e-01,8.463995046404464151e-02,5.971192335487272018e-01,2.454343909735894058e-01,7.325716848984828999e-01,8.757963305460131354e-01,5.147199297875183488e-01,6.035359684291939919e-01,6.504341480151312749e-02,5.400541135795732250e-01,1.291826799471855469e-01,6.145421591459809818e-01,3.636376044586600575e-01,7.673985973897652357e-01,4.851399211907195252e-02,1.098065166910515977e-01,6.840168630449231513e-01,5.146328381744682545e-01,5.716376528741106133e-01,8.437010972099868722e-01,4.877347422913813624e-01
8.283398777788117950e-01,5.102226310337173443e-01,9.265781135509344457e-01,6.669090407700480894e-01,1.487057553249639397e-01,3.463577196730883712e-01,8.657612951574767957e-01,3.502584983043933176e-01,1.890020918156692376e-01,4.726013223026796495e-01,3.927771897762223352e-01,6.189098708504083834e-01,4.367539545978343929e-01,2.605736215096262076e-01,4.124526936398987265e-01,4.190227837045272241e-01,9.024156886678934564e-01,9.795960535424402815e-01,6.235652297501272923e-01,8.317840461339012781e-02,7.329959030508611528e-01
6.838309084723390718e-01,8.260169047695985478e-01,3.474109810269958576e-01,5.887477622737666283e-02,6.118158284338311992e-01,1.188691123199156346e-01,7.595256595307920966e-01,7.944157293887040838e-01,4.086200610388197041e-01,9.437918270826445299e-01,1.737786616022392872e-01,9.425801450224869926e-01,4.654861668342238912e-01,7.628946570921975034e-01,7.528146543831595316e-01,9.812067198363148002e-01,9.732762403028686338e-01,4.008538457144864703e-02,1.597025233292224955e-02,5.432886879198866037e-01,3.387681476916996198e-02
6.836527101705259790e-01,5.348725287111761872e-01,6.663537885231830549e-01,4.413138815500176615e-01,2.724412354536872027e-01,9.235008656125905935e-01,7.282499452478953250e-01,6.285688359263735293e-03,9.929388938742567117e-02,6.316636222621200281e-01,2.880311277814783799e-01,4.075929607194631044e-01,7.815134417844276093e-01,3.536463247963174683e-01,9.257806315284811127e-01,7.204360150738303714e-01,5.519176213377908757e-01,1.809358796101614986e-01,4.095862261227979917e-01,7.628736059105306611e-01,9.907927989484470732e-01
7.286012404258453146e-02,1.347534816684888559e-01,7.400508981823312737e-01,8.337821511488078263e-01,8.877373566461069232e-02,8.302101997990474214e-01,7.867328765722042538e-01,6.882223836002187012e-01,3.399273915666780055e-01,4.445414896584160003e-01,3.663363051688232064e-01,8.404668773267099935e-01,3.283226349722707660e-01,3.225895513716099394e-01,9.352916716796219054e-01,9.199878063288922103e-01,9.686743768595470483e-01,8.075497871818799744e-01,8.691576803912633153e-02,9.091078072100142182e-02,5.570821835039138081e-01
8.621975231538079321e-01,8.841908926296093707e-01,6.368014828511061598e-01,9.557983749192793255e-01,1.518786033778523337e-01,2.155671777545622447e-01,3.324906433864002198e-01,2.567960486444423318e-01,3.121971688953541491e-01,1.184388782951129732e-01,3.753388189898516081e-01,2.976733057892941986e-02,5.377775678090260802e-01,9.457125369769833201e-01,4.451187152269326930e-01,6.241495043474954985e-01,6.118102977060845271e-01,9.333724584006630742e-01,7.345178538864874929e-01,8.248190265606873961e-01,3.358484714171840468e-01
9.189703886847924164e-01,1.851959738115707133e-01,4.078922186307177289e-01,7.374401462869434321e-01,3.334430593770822404e-01,8.746284890974216353e-01,8.606472619057085049e-01,1.651012525844414991e-01,2.307309966316469230e-01,5.242225397474988002e-02,8.587183340132796827e-01,3.392122348345129601e-01,3.932389267625963081e-01,2.701453847413649578e-01,1.232155599303153964e-01,4.569321342288580889e-01,2.347131596765839601e-01,5.631404660075649549e-01,2.027627698011663093e-01,5.113836686359186645e-01,9.483241056573441519e-01
3.911206158357903861e-01,9.541969700096908369e-01,5.705524776640587270e-02,5.487853903143119494e-01,5.997752527710249471e-01,9.424664082729283798e-01,9.251707959676689352e-01,5.108780020125777144e-01,7.594612263010958042e-01,9.758842277775741092e-01,7.364960758244072370e-01,9.539348497967659046e-01,9.388809618820683767e-01,4.814000213124347560e-01,6.598736555137456605e-01,1.798377863498788753e-01,4.370169890494843279e-01,8.661028811372869507e-01,5.772282751068715800e-01,2.794475830943458639e-01,1.227862981530100928e-01
